CODRE;NOMRE;NIVEL;COD_TCE;CODRENUMERO;NOMREC;VALIDO;TIPO;IMPORTADO;CODRE_ORIGEM;ENVIADO_TCE;CONTA_SICONFI;CORRELACIONADO;ALTERADO_TCE;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;PERMITE_DESDOBRO;N11;CONTA_MATRIZ;EXCLUIDO;PK_RECTAB;DB;
7329.99.0.0.00.00;OUTROS VALORES MOBILIÁRIOS (INTRA);5;;732999000000;OUTROS VALORES MOBILIÁRIOS – INTRA OFSS;S;S;S;7329.99.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;;;;;;24000000000002304;1;
7329.99.0.1.00.00;OUTROS VALORES MOBILIÁRIOS - PRINCIPAL;7;;732999010000;OUTROS VALORES MOBILIÁRIOS – PRINCIPAL – INTRA OFSS;S;A;S;7329.99.0.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.1.00.00;7329.99.0.1.00.00;7329.99.0.1.00.00;;;;;;24000000000002305;1;
7329.99.0.2.00.00;OUTROS VALORES MOBILIÁRIOS - MULTAS E JUROS;7;;732999020000;OUTROS VALORES MOBILIÁRIOS – MULTAS E JUROS – INTRA OFSS;S;A;S;7329.99.0.2.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.2.00.00;7329.99.0.2.00.00;7329.99.0.2.00.00;;;;;;24000000000002306;1;
7329.99.0.3.00.00;OUTROS VALORES MOBILIÁRIOS - DÍVIDA ATIVA;7;;732999030000;OUTROS VALORES MOBILIÁRIOS – DÍVIDA ATIVA – INTRA OFSS;S;A;S;7329.99.0.3.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.3.00.00;7329.99.0.3.00.00;7329.99.0.3.00.00;;;;;;24000000000002307;1;
7329.99.0.4.00.00;OUTROS VALORES MOBILIÁRIOS -DÍVIDA ATIVA MULTAS E JUROS;7;;732999040000;OUTROS VALORES MOBILIÁRIOS – DÍVIDA ATIVA – MULTAS E JUROS – INTRA OFSS;S;A;S;7329.99.0.4.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.4.00.00;7329.99.0.4.00.00;7329.99.0.4.00.00;;;;;;24000000000002308;1;
7329.99.0.5.00.00;OUTROS VALORES MOBILIÁRIOS - MULTAS;7;;732999050000;OUTROS VALORES MOBILIÁRIOS – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7329.99.0.5.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.5.00.00;7329.99.0.5.00.00;7329.99.0.5.00.00;;;;;;24000000000002309;1;
7329.99.0.6.00.00;OUTROS VALORES MOBILIÁRIOS - JUROS;7;;732999060000;OUTROS VALORES MOBILIÁRIOS – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7329.99.0.6.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.6.00.00;7329.99.0.6.00.00;7329.99.0.6.00.00;;;;;;24000000000002310;1;
7329.99.0.7.00.00;OUTROS VALORES MOBILIÁRIOS -DÍVIDA ATIVA MULTAS;7;;732999070000;OUTROS VALORES MOBILIÁRIOS – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7329.99.0.7.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.7.00.00;7329.99.0.7.00.00;7329.99.0.7.00.00;;;;;;24000000000002311;1;
7329.99.0.8.00.00;OUTROS VALORES MOBILIÁRIOS -DÍVIDA ATIVA JUROS;7;;732999080000;OUTROS VALORES MOBILIÁRIOS – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7329.99.0.8.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7320.00.0.0.00.00;7329.00.0.0.00.00;7329.99.0.0.00.00;7329.99.0.0.00.00;7329.99.0.8.00.00;7329.99.0.8.00.00;7329.99.0.8.00.00;;;;;;24000000000002312;1;
7330.00.0.0.00.00;DELEG.SERV.PÚBL.MED.CONC.PERM.AUTOR.LICENÇA (INTRA);3;;733000000000;DELEGAÇÃO DE SERVIÇOS PÚBLICOS MEDIANTE CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU LICENÇA – INTRA OFSS;S;S;S;7330.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7330.00.0.0.00.00;7330.00.0.0.00.00;7330.00.0.0.00.00;7330.00.0.0.00.00;7330.00.0.0.00.00;7330.00.0.0.00.00;;;;;;24000000000002313;1;
7339.00.0.0.00.00;DEMAIS DELEGAÇÕES DE SERVIÇOS PÚBLICOS (INTRA);4;;733900000000;DEMAIS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – INTRA OFSS;S;S;S;7339.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.00.0.0.00.00;7339.00.0.0.00.00;7339.00.0.0.00.00;7339.00.0.0.00.00;7339.00.0.0.00.00;;;;;;24000000000002314;1;
7339.99.0.0.00.00;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS (INTRA);5;;733999000000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – INTRA OFSS;S;S;S;7339.99.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;;;;;;24000000000002315;1;
7339.99.0.1.00.00;OUTRAS DELEGAÇÕES SERVIÇOS PÚBLICOS-PRINCIPAL;7;;733999010000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – PRINCIPAL – INTRA OFSS;S;A;S;7339.99.0.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.1.00.00;7339.99.0.1.00.00;7339.99.0.1.00.00;;;;;;24000000000002316;1;
7339.99.0.2.00.00;OUTRAS DELEGAÇÕES SERVIÇOS PÚBLICOS- MULTAS JUROS;7;;733999020000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – MULTAS E JUROS – INTRA OFSS;S;A;S;7339.99.0.2.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.2.00.00;7339.99.0.2.00.00;7339.99.0.2.00.00;;;;;;24000000000002317;1;
7339.99.0.3.00.00;OUTRAS DELEGAÇÕES SERVIÇOS PÚBLICOS-DÍVIDA ATIVA;7;;733999030000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – DÍVIDA ATIVA – INTRA OFSS;S;A;S;7339.99.0.3.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.3.00.00;7339.99.0.3.00.00;7339.99.0.3.00.00;;;;;;24000000000002318;1;
7339.99.0.4.00.00;OUTRAS DELEGAÇÕES SERVIÇOS PÚBLICOS-DÍVIDA ATIVA M/JUROS;7;;733999040000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – DÍVIDA ATIVA – MULTAS E JUROS – INTRA OFSS;S;A;S;7339.99.0.4.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.4.00.00;7339.99.0.4.00.00;7339.99.0.4.00.00;;;;;;24000000000002319;1;
7339.99.0.5.00.00;OUTRAS DELEGAÇÕES SERVIÇOS PÚBLICOS-MULTAS;7;;733999050000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7339.99.0.5.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.5.00.00;7339.99.0.5.00.00;7339.99.0.5.00.00;;;;;;24000000000002320;1;
7339.99.0.6.00.00;OUTRAS DELEGAÇÕES SERVIÇOS PÚBLICOS-JUROS;7;;733999060000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7339.99.0.6.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.6.00.00;7339.99.0.6.00.00;7339.99.0.6.00.00;;;;;;24000000000002321;1;
7339.99.0.7.00.00;OUTRAS DELEGAÇÕES SERVIÇOS PÚBLICOS-DÍVIDA ATIVA MULTAS;7;;733999070000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7339.99.0.7.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.7.00.00;7339.99.0.7.00.00;7339.99.0.7.00.00;;;;;;24000000000002322;1;
7339.99.0.8.00.00;OUTRAS DELEGAÇÕES SERVIÇOS PÚBLICOS-DÍVIDA ATIVA JUROS;7;;733999080000;OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7339.99.0.8.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7330.00.0.0.00.00;7339.00.0.0.00.00;7339.99.0.0.00.00;7339.99.0.0.00.00;7339.99.0.8.00.00;7339.99.0.8.00.00;7339.99.0.8.00.00;;;;;;24000000000002323;1;
7340.00.0.0.00.00;EXPLORAÇÃO DE RECURSOS NATURAIS (INTRA);3;;734000000000;EXPLORAÇÃO DE RECURSOS NATURAIS – INTRA OFSS;S;S;S;7340.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7340.00.0.0.00.00;7340.00.0.0.00.00;7340.00.0.0.00.00;7340.00.0.0.00.00;7340.00.0.0.00.00;7340.00.0.0.00.00;7340.00.0.0.00.00;;;;;;24000000000002324;1;
7349.00.0.0.00.00;EXPLORAÇÃO DE OUTROS RECURSOS NATURAIS (INTRA);4;;734900000000;OUTRAS DELEGAÇÕES PARA EXPLORAÇÃO DE RECURSOS NATURAIS – INTRA OFSS;S;S;S;7349.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7340.00.0.0.00.00;7349.00.0.0.00.00;7349.00.0.0.00.00;7349.00.0.0.00.00;7349.00.0.0.00.00;7349.00.0.0.00.00;7349.00.0.0.00.00;;;;;;24000000000002325;1;
7349.99.0.0.00.00;OUTRAS DELEGAÇÕES EXPL.RECUR.NATURAIS;5;;734999000000;OUTRAS DELEGAÇÕES PARA EXPLORAÇÃO DE RECURSOS NATURAIS – INTRA OFSS;S;S;S;7349.99.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7340.00.0.0.00.00;7349.00.0.0.00.00;7349.99.0.0.00.00;7349.99.0.0.00.00;7349.99.0.0.00.00;7349.99.0.0.00.00;7349.99.0.0.00.00;;;;;;24000000000002326;1;
7349.99.0.1.00.00;OUTRAS DELEG.EXPL.RECUR.NATURAIS-PRINCIPAL;7;;734999010000;OUTRAS DELEGAÇÕES PARA EXPLORAÇÃO DE RECURSOS NATURAIS – PRINCIPAL – INTRA OFSS;S;A;S;7349.99.0.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7340.00.0.0.00.00;7349.00.0.0.00.00;7349.99.0.0.00.00;7349.99.0.0.00.00;7349.99.0.1.00.00;7349.99.0.1.00.00;7349.99.0.1.00.00;;;;;;24000000000002327;1;
7350.00.0.0.00.00;EXPLORAÇÃO DO PATRIMÔNIO INTANGÍVEL (INTRA);3;;735000000000;EXPLORAÇÃO DO PATRIMÔNIO INTANGÍVEL – INTRA OFSS;S;S;S;7350.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7350.00.0.0.00.00;7350.00.0.0.00.00;7350.00.0.0.00.00;7350.00.0.0.00.00;7350.00.0.0.00.00;7350.00.0.0.00.00;;;;;;24000000000002328;1;
7351.00.0.0.00.00;EXPLORAÇÃO DO PATRIMÔNIO INTANGÍVEL (INTRA);4;;735100000000;EXPLORAÇÃO DO PATRIMÔNIO INTANGÍVEL – INTRA OFSS;S;S;S;7351.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.00.0.0.00.00;7351.00.0.0.00.00;7351.00.0.0.00.00;7351.00.0.0.00.00;7351.00.0.0.00.00;;;;;;24000000000002329;1;
7351.01.0.0.00.00;OUTORGA DIR.USO EXPL.CRIAÇÃO PROTEG. INSTIT.CIENT.TECNOL.;5;;735101000000;OUTORGA DE DIREITO DE USO OU DE EXPLORAÇÃO DE CRIAÇÃO PROTEGIDA – INSTITUIÇÃO CIENTÍFICA E TECNOLÓGICA – INTRA OFSS;S;S;S;7351.01.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.01.0.0.00.00;7351.01.0.0.00.00;7351.01.0.0.00.00;7351.01.0.0.00.00;7351.01.0.0.00.00;;;;;;24000000000002330;1;
7351.01.0.1.00.00;OUT.DIR.USO EXPL.CRIAÇ.PROT.INSTIT.CIENT.TEC.-PRINCIPAL;7;;735101010000;OUTORGA DE DIREITO DE USO OU DE EXPLORAÇÃO DE CRIAÇÃO PROTEGIDA – INSTITUIÇÃO CIENTÍFICA E TECNOLÓGICA – PRINCIPAL – INTRA OFSS;S;A;S;7351.01.0.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.01.0.0.00.00;7351.01.0.0.00.00;7351.01.0.1.00.00;7351.01.0.1.00.00;7351.01.0.1.00.00;;;;;;24000000000002331;1;
7351.02.0.0.00.00;DIREITO USO IMAGEM REPRODUÇÃO BENS ACERVO PATRIMONIAL;5;;735102000000;DIREITO DE USO DA IMAGEM E DE REPRODUÇÃO DOS BENS DO ACERVO PATRIMONIAL – INTRA OFSS;S;S;S;7351.02.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.02.0.0.00.00;7351.02.0.0.00.00;7351.02.0.0.00.00;7351.02.0.0.00.00;7351.02.0.0.00.00;;;;;;24000000000002332;1;
7351.02.0.1.00.00;DIR.USO IMAG.REPR.BENS ACERVO PATR.-PRINCIPAL;7;;735102010000;DIREITO DE USO DA IMAGEM E DE REPRODUÇÃO DOS BENS DO ACERVO PATRIMONIAL – PRINCIPAL – INTRA OFSS;S;A;S;7351.02.0.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.02.0.0.00.00;7351.02.0.0.00.00;7351.02.0.1.00.00;7351.02.0.1.00.00;7351.02.0.1.00.00;;;;;;24000000000002333;1;
7351.03.0.0.00.00;ROYALTIES EXPL.PATR.GENÉT.CONH. TRADICIONAL ASSOCIADO;5;;735103000000;ROYALTIES PELA EXPLORAÇÃO DO PATRIMÔNIO GENÉTICO OU CONHECIMENTO TRADICIONAL ASSOCIADO – INTRA OFSS;S;S;S;7351.03.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.03.0.0.00.00;7351.03.0.0.00.00;7351.03.0.0.00.00;7351.03.0.0.00.00;7351.03.0.0.00.00;;;;;;24000000000002334;1;
7351.03.0.1.00.00;ROYALT.EXPL.PATR.GENÉT.CONH.TRAD.ASSOC.-PRINCIPAL;7;;735103010000;ROYALTIES PELA EXPLORAÇÃO DO PATRIMÔNIO GENÉTICO OU CONHECIMENTO TRADICIONAL ASSOCIADO – PRINCIPAL – INTRA OFSS;S;A;S;7351.03.0.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.03.0.0.00.00;7351.03.0.0.00.00;7351.03.0.1.00.00;7351.03.0.1.00.00;7351.03.0.1.00.00;;;;;;24000000000002335;1;
7351.04.0.0.00.00;ROYALTIES COMERC.PROD.RESULT.CRIAÇÃO PROTEGIDA;5;;735104000000;ROYALTIES PELA COMERCIALIZAÇÃO DE PRODUTOS RESULTANTES DE CRIAÇÃO PROTEGIDA – INTRA OFSS;S;S;S;7351.04.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.04.0.0.00.00;7351.04.0.0.00.00;7351.04.0.0.00.00;7351.04.0.0.00.00;7351.04.0.0.00.00;;;;;;24000000000002336;1;
7351.04.0.1.00.00;ROYALT.COMERC.PROD.RESULT.CRIAÇÃO PROT.-PRINCIPAL;7;;735104010000;ROYALTIES PELA COMERCIALIZAÇÃO DE PRODUTOS RESULTANTES DE CRIAÇÃO PROTEGIDA – PRINCIPAL – INTRA OFSS;S;A;S;7351.04.0.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7350.00.0.0.00.00;7351.00.0.0.00.00;7351.04.0.0.00.00;7351.04.0.0.00.00;7351.04.0.1.00.00;7351.04.0.1.00.00;7351.04.0.1.00.00;;;;;;24000000000002337;1;
7360.00.0.0.00.00;CESSÃO DE DIREITOS (INTRA);3;;736000000000;CESSÃO DE DIREITOS – INTRA OFSS;S;S;S;7360.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7360.00.0.0.00.00;7360.00.0.0.00.00;7360.00.0.0.00.00;7360.00.0.0.00.00;7360.00.0.0.00.00;7360.00.0.0.00.00;;;;;;24000000000002338;1;
7361.00.0.0.00.00;CESSÃO DE DIREITOS (INTRA);4;;736100000000;CESSÃO DE DIREITOS – INTRA OFSS;S;S;S;7361.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.00.0.0.00.00;7361.00.0.0.00.00;7361.00.0.0.00.00;7361.00.0.0.00.00;7361.00.0.0.00.00;;;;;;24000000000002339;1;
7361.01.0.0.00.00;CESSÃO DIREITO OPERACIONALIZAÇÃO PAGAMENTOS;5;;736101000000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – INTRA OFSS;S;S;S;7361.01.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.0.0.00.00;7361.01.0.0.00.00;7361.01.0.0.00.00;7361.01.0.0.00.00;;;;;;24000000000002340;1;
7361.01.1.0.00.00;CESSÃO DIREITO OPERAC.PAGAM.-PODER EXEC./LEGISLATIVO;6;;736101100000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – INTRA OFSS;S;S;S;7361.01.1.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.0.00.00;7361.01.1.0.00.00;7361.01.1.0.00.00;;;;;;24000000000002341;1;
7361.01.1.1.00.00;CESSÃO DIR.OPER.PAG.PODER EXEC./LEGIS.-PRINCIPAL;7;;736101110000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – PRINCIPAL – INTRA OFSS;S;A;S;7361.01.1.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.1.00.00;7361.01.1.1.00.00;7361.01.1.1.00.00;;;;;;24000000000002342;1;
7361.01.1.2.00.00;CESSÃO DIR.OPER.PAG.PODER EXEC./LEGIS.- MULTAS JUROS;7;;736101120000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – MULTAS E JUROS – INTRA OFSS;S;A;S;7361.01.1.2.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.2.00.00;7361.01.1.2.00.00;7361.01.1.2.00.00;;;;;;24000000000002343;1;
7361.01.1.3.00.00;CESSÃO DIR.OPER.PAG.PODER EXEC./LEGIS.-DÍVIDA ATIVA;7;;736101130000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – DÍVIDA ATIVA – INTRA OFSS;S;A;S;7361.01.1.3.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.3.00.00;7361.01.1.3.00.00;7361.01.1.3.00.00;;;;;;24000000000002344;1;
7361.01.1.4.00.00;CESSÃO DIR.OPER.PAG.PODER EXEC./LEGIS.-DÍVIDA ATIVA M/JUROS;7;;736101140000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – DÍVIDA ATIVA – MULTAS E JUROS – INTRA OFSS;S;A;S;7361.01.1.4.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.4.00.00;7361.01.1.4.00.00;7361.01.1.4.00.00;;;;;;24000000000002345;1;
7361.01.1.5.00.00;CESSÃO DIR.OPER.PAG.PODER EXEC./LEGIS.-MULTAS;7;;736101150000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7361.01.1.5.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.5.00.00;7361.01.1.5.00.00;7361.01.1.5.00.00;;;;;;24000000000002346;1;
7361.01.1.6.00.00;CESSÃO DIR.OPER.PAG.PODER EXEC./LEGIS.-JUROS;7;;736101160000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7361.01.1.6.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.6.00.00;7361.01.1.6.00.00;7361.01.1.6.00.00;;;;;;24000000000002347;1;
7361.01.1.7.00.00;CESSÃO DIR.OPER.PAG.PODER EXEC./LEGIS.-DÍVIDA ATIVA MULTAS;7;;736101170000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7361.01.1.7.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.7.00.00;7361.01.1.7.00.00;7361.01.1.7.00.00;;;;;;24000000000002348;1;
7361.01.1.8.00.00;CESSÃO DIR.OPER.PAG.PODER EXEC./LEGIS.-D.A.JUROS;7;;736101180000;CESSÃO DO DIREITO DE OPERACIONALIZAÇÃO DE PAGAMENTOS – PODERES EXECUTIVO E LEGISLATIVO – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7361.01.1.8.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7360.00.0.0.00.00;7361.00.0.0.00.00;7361.01.0.0.00.00;7361.01.1.0.00.00;7361.01.1.8.00.00;7361.01.1.8.00.00;7361.01.1.8.00.00;;;;;;24000000000002349;1;
7390.00.0.0.00.00;DEMAIS RECEITAS PATRIMONIAIS (INTRA);3;;739000000000;DEMAIS RECEITAS PATRIMONIAIS – INTRA OFSS;S;S;S;7390.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7390.00.0.0.00.00;7390.00.0.0.00.00;7390.00.0.0.00.00;7390.00.0.0.00.00;7390.00.0.0.00.00;7390.00.0.0.00.00;;;;;;24000000000002350;1;
7399.00.0.0.00.00;OUTRAS RECEITAS PATRIMONIAIS (INTRA);4;;739900000000;OUTRAS RECEITAS PATRIMONIAIS – INTRA OFSS;S;S;S;7399.00.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.00.0.0.00.00;7399.00.0.0.00.00;7399.00.0.0.00.00;7399.00.0.0.00.00;7399.00.0.0.00.00;;;;;;24000000000002351;1;
